file_name,caption_1,caption_2,caption_3,caption_4,caption_5,caption_6,caption_7,caption_8,caption_9,caption_10
05-Osterport_Platform_ThroughTrain.wav,the increasing roar of a train recedes as its passing fades into the chugging rhythm of rail on wheel ,as train approaches the wheels from the train echo on the tracks as it passes and then fades away ,the wheels from the approaching train echo on the tracks fading away as it passes,a subway car rushes forward and rattles the tracks ,a railway car drives by outside a window ,the increasing roar of a train recedes and its passing fades into the chugging rhythm of rail on wheel,as train approaches the wheels from the train echo on the tracks as train passes and then fades away,the wheels from the approaching trains echo on the tracks fading away as it passes,a subway car rushes forward and rattles the.,a railway car passing by outside a window
Garland Electric.wav,music plays dipping softly and rising louder over time ,music plays starting softly and rising louder over time ,the same section of an old song plays and fades out three times then continues on the fourth play ,a stereo plays old school music over and over again ,a melody is played by an orchestra including wind instruments ,"music plays, softly and rising louder over time",music plays starting up and rising louder over time,"the same section of an old song plays and fades out three, then continues on the fourth play",a stereo plays old school music over and out again,a melody is performed by an orchestra including wind instruments
Bathroom Sink Tap Run.wav,water flowing sound and it keeps on for a while ,the water flowing sound keeps on for a while ,water running from a faucet into a tub echoing from the walls,running water from a shower going down the drain ,falling into a main base of liquid is a flow of liquid ,water flowing soundlessly it keeps on for a while,the water flowing soundlessly on for a while,water running from a faucet into a tub echoing from its walls,running water and a shower going down the drain,falling into a main body of liquid is a flow of liquid
gray geese.wav,a collection of birds call to one another as some song birds chirp in the background ,a group of geese are squawking away while a different bird chirps with its own style ,a collection of birds call to one another as song birds chirp in the background ,a flock of birds are simultaneously squawking loudly ,a group of geese are squawking away while another bird chirps with a typical style ,a collection of birds call to one another and some song birds chirp in the background,a group of birds are squawking away while a different bird chirps with its own style,a collection of insects call to one another as song birds chirp in the background,a number of birds are simultaneously squawking loudly,a group of geese are squawking away while another group chirps with a typical style
Int. Elevator_1-2.wav,a person walks into an elevator the door closes and the elevator beeps with each passing floor ,a person walking with wind blowing in the background and door opening with a bell ringing ,wind blows as a person walks and then opens a door and a bell rings ,a woman walking opens the door walks in then closes the door ,someone approaches an elevator and hits their floor button and waits for the lift to land ,a person walks into an elevator the door closes and the elevator beeps with a passing floor,a person walking with wind blowing in the background and an opening with a bell ringing,wind blows as a person walks by then opens a door and a bell rings,a woman walking opens the window walks in then closes the door,someone approaches an elevator and hits their floor button then waits for the lift to land
close_encounters.wav,a woman speaks over clanking sounds then has a conversation with a man and a door slams ,a door slams shut as a man and woman are speaking in an echoing place,over clanking sounds and a door slam a woman speaks with a man ,a woman and man have a conversation keys jingle and a door opens then closes ,a man and woman speaking in a echoing area and then a door slams shut ,a woman speaks with clanking sounds then has a conversation with a man and a door slams,a door slams shut as a man and women are speaking in an echoing place,over clanking sounds and the door slam a woman speaks with a man,a woman and man have a conversation keys jingle and a door opens and closes,"a man and woman speaking in a echoing area, then a door slams shut"
pebbles in the hand.wav,marbles are hitting each other and making clacking sounds ,marbles are being tossed around in the hand of a person and they are hitting each other,marbles hit each other and make a clacking sound ,glass marbles clack together gently in the palm of a hand ,a person clacks glass marbles together in the palm of their hand ,marbles are hitting each other and making funny sounds,marbles are being tossed around in the hand of a man and they are hitting each other,marbles hit each other to make a clacking sound,glass marbles clack together softly in the palm of a hand,a person clacks glass marbles together with the palm of their hand
night-chirps01.wav,a large automation mill makes noise while in operation and progressively gets faster ,a large automation mill whirs into operation and progressively speeds up ,a man is revving the car engine and then quickly drives away loudly ,a car runs before revving the engine and driving loudly and quickly ,vehicles are passing by in the rain as their engines roar ,a large automation mill makes noise while in operation and progressively gets.,a large automation mill whirs into operation that progressively speeds up,a man is revving the car engine and then quickly drives away.,"a car runs, revving the engine and driving loudly and quickly",vehicles are passing them in the rain as their engines roar
in the train.wav,freight cars of a train moving down the tracks and slowing near the end ,a machine steadily and continuously beats an iron rod ,cars of a train move down the tracks and slow near the end ,continuously a machine is beating with a iron rod ,as it steadily travels over several bumps a heavy cart jingles ,freight cars of a train moving down the tracks and slowing near one end,"a machine steadily, continuously beats an iron rod",cars of a type move down the tracks and slow near the end,continuously the machine is beating with a iron rod,as it steadily travels over the bumps a heavy cart jingles
rowing.wav,water splashes intermittently and pauses only to let an object bump into another object ,the waves lap against the rocks in a continuous motion in the sea ,a person is swimming in a pool and splashing the water all around ,some water running and sloshing around and a light thudding ,some water running and sloshing around followed by a light thudding ,water splashes intermittently and pauses only to let an object bump into another.,the waves lap against the rocks in almost continuous motion in the sea,"a person is swimming in a pool, splashing the water all around",some water running and sloshing around and a heavy thudding,some water dripping and sloshing around followed by a light thudding
Message4.wav,multiple beeps in a specific order are followed by a high pitch sound getting faster ,an alarm sounds loudly speeding up more and more,something beeps first quietly then loudly before going up in frequency ,an electronic tone rings rapidly while an electronic whine varies in volume and pitch ,an alarm sounds loudly speeding up more and more by each second ,multiple beeps in a specific order are followed with a high pitch sound getting faster,an alarm sounds loudly speeding up more & more,"something beeps first quietly then loudly, going up in frequency",an electronic tone rings rapidly while an electronic whine increases in volume and pitch,an alarm sounds loudly speeding down more and more by each second
CarV6AcceleratingInsideCabin.wav,the motor increases in intensity as gears shift into higher speeds,a car is shifting gears and picking up speed ,an engine revs and runs in high gear then fades to quiet and repeats ,an engine revs up over and over before going into gear and on a long drive ,a vehicle switches gears and accelerates with increased pace ,the effect increases in intensity as gears shift into higher speeds,a car is shifting gears and picking the speed,an engine revs and runs in high gear then fades into quiet and repeats,an engine revs up over and out before going into gear and on a long drive,a car switches gears and accelerates with increased pace
061226_fire_ms957.wav,a fire is burning with multiple crackles and pops in the background ,a fire is burning with multiple crackling and popping in the background ,flames are burning steadily with occasional cracking and popping ,a fire steadily burns while sticks are being broken ,the flames are burning steadily occasionally cracking and popping ,a fire is burning with multiple crackles and flames in the background,a fire is lit with multiple crackling and popping in the background,flames are burning steadily with occasional cracking and.,a fire steadily burning while sticks are being broken,"the flames are burning steadily occasionally cracking, popping"
stormy.wav,pond water flows around as fish swim in circles ,a distant thunderstorm accompanies steady rain drops falling upon metal ,rain water is pouring and thunder is rolling loudly and clear ,it seems like someone either took a shower or was walking in the rain ,rain pours down a house as it thunders in the background ,pond water flows around as they swim in circles,a distant thunderstorm accompanies steady rain drops falling upon ;,rain water is pouring and thunder is rolling loudly to clear,it seems like someone either took a shower or was walking in a rain,rain pours on a house as it thunders in the background
WaterDrain.wav,water is being moved around in a metal container,someone is taking water out of the metal bucket,accompanying a repetitive thumping is a repetitive sloshing sound ,water is being moved into a metal container ,a repetitive sloshing accompanies a repetitive hollow thumping ,water is being moved around in a plastic container,someone is taking water off of the metal bucket,accompanying a repetitive thumping is a loud sloshing sound,water is being moved into the metal container,"a repetitive sloshing accompanies a repetitive, thumping"
failed_caroling.wav,together a happy group of men and women chat laugh and sing songs ,a man and woman playfully sing a tune together after laughing and talking ,a woman laughs and then speaks to a young man and then he begins singing tunes ,a group of people laugh and then take turns singing along louder as time goes on ,a woman laughs and a man starts to talk and then they begin to sing a tune together playfully ,together a happy crowd of men and women chat laugh and sing songs,a man and woman would sing a tune together after laughing and talking,a woman enters and then speaks to a young man and then he begins singing tunes,a group of people laugh and then take turns singing along louder as it goes on,a woman laughs and a man starts to talk and then they begin to sing a tune together.
danish crowd.wav,multiple groups of people having individual conversations gather together in a small space,more than a dozen people are simultaneously chatting in separate conversations ,a large number of people are speaking having separate conversations in a crowded place ,people talk among themselves in a crowded area ,lots of people are speaking at the same time ,multiple groups of people having individual conversations gather together in the small space,more than two dozen people are simultaneously chatting in separate conversations,a large number of people were speaking having separate conversations in a crowded place,people talk among themselves in a quiet area,lots of people are speaking at the right time
Space ship taking off.wav,a jet engine warms up then speeds up for takeoff ,jet engine warming up for take off then full speed,an ambient background static increases in frequency twice ,ambient background noise static increases in frequency twice,as it gathers speed a car drives with the window open ,a jet engine warms up then speeds out for takeoff,jet engine warming up for take off then high speed,an ambient background static increases in intensity twice,ambient background noise also increases in frequency twice,"as it gathers, a car drives with the window open"
Spitfire Commentry Introduction and Fly Past - 2005-08-07@16_54_1.wav,a man makes a announcement over a loudspeaker before a plane flies over ,a plane passes in the sky while a person talks ,an announcement is made by a man over a loudspeaker until a plane flies over ,a man is announcing at an airplane show before a small airplane then flies overhead,a man is announcing at an airplane show before a small airplane flies overhead ,a man shouts a announcement over a loudspeaker before a plane flies over,a plane passes in the sky while a person ;,an announcement is made by a man on a loudspeaker until a plane flies over,a man is announcing at an airplane show before a small airplane suddenly flies overhead,a man is announcing at an airplane show before a small plane flies overhead
Bath Tub Running Water.wav,rain falls heavily in a storm and runs down the side of a building ,heavy rain downpour is hitting a window pane and flowing into a gutter ,water is flowing rapidly as it splashes loudly,heavy rain during a storm runs down the side of a building ,water flows at a harsh speed splashing around loudly ,rain falls heavily in a storm and runs down one side of a building,heavy rain downpour is hitting the window pane and flowing into a gutter,"water, flowing rapidly as it splashes loudly",heavy snow during a storm runs down the side of a building,water flows at a harsh speed splashing around.
Pine forest soundwalk.wav,twigs and leaves snap and crunch underfoot as feet travel over gravel ,feet travel over gravel causing twigs and leaves to snap and crunch underfoot ,someone walks through leaves while knocking aside bushes,a person walks slowly while stepping through dried leaves and crisp vegetation ,a person walks outside through leaves that crunch under their feet ,twigs and leaves snap and crunch underfoot as feet travel on gravel,feet travel over gravel causing twigs and leaves to crack and crunch underfoot,someone walks through leaves while knocking over bushes,a person walks slowly while walking through dried leaves and crisp vegetation,a person walks outside on leaves that crunch under their feet
"Morning Birdsong, Spain.wav",one bird is tweeting loudly while others are making softer calls in the background ,a bird chirps to itself loudly and intermittently while another bird makes whizzing noises once or twice ,a few birds are chirping another joins in slightly later ,a pair of birds chirp happily in the morning on a clear day ,bird chirps to itself loudly and intermittently and another bird makes whizzing noises once or twice ,"one bird is tweeting, while others are making softer calls in the background",a bird chirps to itself loudly and intermittently while another bird makes similar noises once or twice,a couple birds are chirping another joins in slightly later,a pair of birds chirp happily in the morning on a sunny day,bird chirps among itself loudly and intermittently and another bird makes whizzing noises once or twice
Chair Falling.wav,a person dropping a hard object onto a wooden floor repeatedly ,a ball is being hit against a wall repeatedly ,a wooden ball bounces repetitively before a wooden board is hit,a hard object is repeatedly being tossed against a wall in the end a man murmurs to himself ,a person drops a hard object on a wooden floor several times ,a person throws a hard object onto a wooden floor repeatedly,a ball is being hit against the wall repeatedly,a wooden ball bounces just before a wooden board is hit,a hard object is repeatedly being tossed into a wall in the end a man murmurs to himself,a person drops a hard rock on a wooden floor several times
Slapping various body parts.wav,someone is clapping his hands against a part of his body ,the person clapped their hands against their body ,some tapping a clack and a upbeat tapping and clicking ,a bit of tapping clacking tapping along with some clicking ,a person is tapping a hard container repeatedly against their hand ,someone is clapping their hands against a part of his body,the men clapped their hands against their body,"some tapping a clack and a upbeat tapping, clicking",a bit of tapping clacking tapping along with some.,a person is tapping a hard object repeatedly against their hand
young goat bleating in a stable.wav,a goat is bleating loudly while people are speaking in the background ,a goat bleats noisily while people in the background talk ,a goat bleats loudly as time goes by while people are talking in background,a goat bleats loudly as time goes on while people talking in background,humans chatter among themselves as a lamb is bleating in the foreground ,a goat is bleating loudly while people are talking in the background,a goat bleats noisily while people in the street talk,a goat screams loudly as time goes by while people are talking in background,a woman bleats loudly as time goes on while people talking in background,humans chatter among themselves as a lamb is seen in the foreground
Glass wipe.wav,a bird is crying out while someone is walking and a cage is rattling ,a window is being cleaned with a cloth while a person moves around quietly in the background ,a bird crying out and footsteps and a cage rattling ,someone is rubbing a balloon against another while they are laughing at the noise ,the pretty young dog was sound her it was sweet,a bird is calling out while someone is walking and a cage is rattling,a window is being cleaned with a cloth while a person moves around quietly in a background,a bird crying out and footsteps and the cage rattling,someone is rubbing one balloon against another while they are laughing at the noise,the cute young dog was sound her it was sweet
atmosphere-evening-birds.wav,birds chirp and call in the background as the ferry engine pushes forward ,a variety of birds chirp in the distance a bird crows loudly ,several different birds call to each other in an open space ,birds are chirping in the background as a ferry boat engine is running ,in a tropical environment wind howls are accompanied by screaming birds ,birds chirp and call in the background as the jet engine pushes forward,a variety of birds chirp in the distance and bird crows loudly,several different voices call to each other in an open space,birds are chirping in the background as a ferry boat engine is.,in a tropical environment wind howls are accompanied by screaming.
"Indirect thunderclaps, no rain.wav",thunder roars while the rain falls heavily to the ground ,a storm that has a good bit of thunder and heavy rain ,thunder pounds down from the sky and starts a downpour ,roaring thunder begins to rumble and then it starts calming down ,a storm has a good bit of thunder and heavy rain ,thunder roars while the rain falls heavily to the.,a storm that has a good deal of thunder and heavy rain,thunder pounds down from the east and starts a downpour,roaring thunder begins to rumble and then everything starts calming down,a storm has a good bit of thunder and heavy.
City birds.wav,in the background some birds are chirping and singing to each other ,a bird sings repeatedly in a high pitched tone that increases and decreases over time ,a bird sings repeatedly in a high pitched tone that flows over time ,birds are singing and tweeting in the canopy ,birds are singing and chirping in the canopy ,in the background some birds are chirping and singing to the other,a bird sings repeatedly in a high pitch tone that increases and decreases over time,a bird sings repeatedly with a high pitched tone that flows over time,birds are singing and tweeting in a canopy,birds are singing and chirping from the canopy
0241 Busy_street.wav,vehicles are passing by and someone is using a change machine ,chains rattling while cars drive by in the background ,chains are rattling while cars drive by in the background ,vehicles are passing by while someone is using a change machine ,cars trucks and motorcycles passing by on a busy roadside ,vehicles are passing by or someone is using a change machine,chains rattling while cars drive by in the street,chains are drawn while cars drive by in the background,vehicles are passing by while someone is using a washing machine,cars trucks or motorcycles passing by on a busy roadside
Freight train (VL10)  (Zoom H6 recorder).wav,a train clicks and clacks as it travels down the railroad tracks ,a locomotive clatters noisily as it runs down the tracks,a large train travelling down the track at a high speed ,a train in clanking along the tracks and moving rapidly ,a train is passing by making some loud clunking sounds ,a train clicks and clacks as it travels along the railroad tracks,a locomotive clatters noisily as it runs down the.,a large train travelling down a track at a high speed,a train in clanking along the tracks and moving.,a train is stopped by making some loud clunking sounds
HP Envy Printer Startup.wav,some rolling a printing and a clinking of a printer ,a printer is working by rolling printing and clinking ,a printing machine making copies in an office ,a printing machine whirs as it makes copies ,although whirling occurs in the background accompanied by musical chimes three press strikes occur ,some with a printing and a clinking of a printer,a printer is working by hand printing and clinking,a printing machine making copies in the office,a printing machine whirs as it makes.,although whirling occurs in the background accompanied with musical chimes three press strikes occur
Zugfahrt mit Kontrolle.wav,a man speaks and shuffles around while a machine rumbles in the background ,a machine rumbles in the background and man says something while shuffling around ,the engine runs quietly as the man is speaking ,a machine is humming while two men talk ,a machine is humming while two men are talking ,a man speaks and shuffles around while the machine rumbles in the background,a car rumbles in the background and man says something while shuffling around,the engine runs quietly as the man is.,a machine is humming while the men talk,a machine is running while two men are talking
nikonf4.wav,the camera begins taking consecutive shots making a sound ,a camera is taking shots repeat once then twice and more ongoing,a button being pressed on a cash register continues to have a piece of paper come out of it ,a camera chatter clicks randomly with each click leaving a resonating ringing behind it ,a camera clicks randomly resonating with faint ringing ,the camera is taking consecutive shots making a sound,a camera is taking the repeat once then twice and more ongoing,a number being pressed on a cash register continues to have a piece of paper come out of it,a camera chatter clicks randomly with each click leaving a resonating ringing in it,a camera clicks randomly resonating with faint.
Merry Go Round.wav,music from a fair ride plays in the background as people talk ,music from a fair ride plays in the background as people converse ,music is playing with children speaking then adults speaking then more tunes play,music is playing along with children speaking followed by adults and then the tunes continue ,at a carnival celebration kids and their parents are enjoying the night life ,music from a fairground plays in the background as people talk,music from a fairground plays in the background as people converse,music is played with children speaking then adults speaking then more tunes play,"music is playing along with children speaking followed by adults, then the tunes continue","at a carnival, kids and their parents are enjoying the night life"
walking_leaves.wav,a person walks with increasing speed turning in to a running pace across some brush covered ground ,ruffling leaves back and forth repeated and with increasing tempo,a person on a treadmill is running and continues to speed up ,leaves rustle back and forth repeatedly with an increasing tempo ,a train picks up speed on the tracks ,a person walks with increasing speed turning back to a running pace across some brush covered ground,ruffling leaves back and forth repeated and with a tempo,a person on a treadmill is running and continues to run up,leaves swinging back and forth repeatedly with an increasing tempo,a train picks up speed on its tracks
noisy-sink-tap.wav,as the sink drains water the faucet lets more into the sink ,a sink drains its water then a faucet lets out more water ,water is draining down a plug hole before a tap is turned on and water pours out of it ,water is draining down a plug hole before a tap is turned on and water gushes out of it ,a water faucet starts dripping then gurgling and finally a lot of water is gushing ,as the sink drains water the faucet flows more into the sink,a sink drains the water then a faucet lets out more water,water is draining down a plug hole before a tap is turned off and water pours out of it,water is draining through a plug hole before a tap is turned on and water gushes out of it,"a water faucet starts dripping then, and finally a lot of water is gushing"
a1.street_06.T60.m11.f1.wav,a keyboard synthesizer and other instruments are playing together ,a group of musicians plays a keyboard instrument a synthesizer and other instruments ,a piece of very dramatic music is being performed by an orchestra ,a piece of very dramatic music performed by an orchestra ,a soft and soothing piece of music is being played ,a keyboard synthesizer and other instruments are played together,"a group of musicians plays a keyboard instrument, synthesizer and other instruments",a piece of very fine music is being performed by an orchestra,a piece of very dramatic art performed by an orchestra,"a soft, soothing piece of music is being played"
Wegetable market Poznan R.Jezycki.wav,people are talking to each other while crumpling paper ,people are talking as paper is rattling nearby ,people are talking and paper is rattling nearby ,people converse while crumpling up pieces of paper ,at a market individuals talk to each other ,people are talking to each other while crumpling.,people start talking as paper is rattling nearby,people are talking and paper is rattling.,people converse while crumpling up sheets of paper,at a time individuals talk to each other
Morning Sounds 2.wav,birds chirp softly as the wind blows the ocean water ,birds slightly chirp as the wind blows the ocean water ,birds chirping at a distance are accompanied by ambient background commotion,some birds are chirping by a swing set some water is running and a car drives by ,birds chirp quietly as ambient background noise fills the scene,birds chirp softly as the wind hits the ocean water,birds slightly chirp as the wind hits the ocean water,"birds chirping at a distance, accompanied by ambient background commotion",some birds are chirping by a swing set some water is running and a car drives.,"birds chirp, as ambient background noise fills the scene"
SidewalkCutter.wav,a chainsaw and table saw are sawing as wood is chopped ,chainsaw cutting through a material and revving up and down ,a chainsaw is cutting through a material and revving up and down ,the circular saw makes a buzzing sound as it cuts through wood ,buzzing of a circular saw is cutting through pieces of wood,a chainsaw and a saw are sawing as wood is chopped,chainsaw cutting through the material and revving up and down,a chainsaw is cutting through the material and revving up and down,the circular saw makes a buzzing sound as it cuts through.,buzzing of a circular saw is cutting small pieces of wood
Silencyo_RAIN_NIGHT_Village_Drips_Courtyard.wav,a steady clacking and popping sounds as the fire crackles ,something sizzles slowly at first and then starts sizzling faster,a fire crackles generating steady clacking and popping sounds ,a fire crackles in a semi enclosed space and some outdoor ambience bellows out ,forest wood firing pop sound is continuously coming ,a steady clacking of popping sounds as the fire crackles,something sizzles slowly at first and then starts moving faster,"a fire crackles generating steady clacking, popping sounds",a fire crackles in a semi open space and some outdoor ambience bellows out,forest wood firing poplar is continuously coming
Temple monks chanting01.wav,something is creaking quietly and someone sings quietly and it echoes,the notes of distant music accompany faint background singing ,music and singing is in the background very faintly ,men sing and chant a religious chant getting closer as time passes ,something creaks quietly and someone sings quietly and it echoes,something keeps creaking quietly and someone sings quietly and it echoes,the notes of distant music accompany faint background.,"music and singing is in the background, faintly",men sing and chant a religious song getting closer as time passes,"something creaks quietly, someone sings quietly and it echoes"
Passenger train Q1_03.wav,a train is approaching and gets nearer and louder,the train passed by the train stop and moved on ,the volume of an approaching train increases as it nears ,a loud subway train passes by a remote train station ,a passing train speeds through a tunnel and a light squealing,a train is approaching and gets nearer and.,the train stopped by the train stop and moved on,the speed of an approaching train increases as it nears,a loud subway car passes by a remote train station,a passing car speeds through a tunnel and a light squealing
atmosphere_2.wav,people are dribbling and throwing balls in a gym,basketball thuds and shoes squeaking on the court,people are bouncing balls and shooting them in a gym ,they are bouncing balls on the basketball court ,a basketball thuds and shoes squeak on the court as people play ,people are dribbling or throwing balls in a gym,basketball thuds and shoes echoed on the court,people are bouncing around and shooting them in a gym,they are bouncing balls on the basketball.,a basketball thuds as shoes squeak on the court as people play
isthisthecity.wav,loud beeps is playing which leads into a voice saying something repeatedly as sirens come in from the background ,a voice speaks again and again as a siren wails in the distance ,after a loud tone with some rubbing then tinging of a bell someone repeats something with sirens and other effects,loud beeps play leading into a male voice saying the same thing repeatedly as sirens come in from the background ,a beep and then someone is called over the background of the honks and engines of traffic ,loud beeps is playing which turns into a voice saying something repeatedly as sirens come in from the background,a voice calls again and again as a siren wails in the distance,after a loud tone with some rubbing then tinging of a horn someone repeats something with sirens and other effects,loud music play leading into a male voice saying the same thing repeatedly as sirens come in from the background,a beep and then silence is called over the background of the honks and engines of traffic
bajostring.wav,a synthesizer plays a main melody over an ambient background track ,a synthesizer plays the main melody over an ambient background track ,music from a keyboard synthesizer is playing in a soft tone,the synthesizer from an electric piano creating a song with various chords,a keyboard synthesizer is playing music in a soft tone ,a piano plays a main melody over an ambient background track,a synthesizer plays the opening melody over an ambient background track,"music from a keyboard synthesizer, playing in a soft tone",the sound from an electric piano creating a song with various chords,a keyboard synthesizer is playing music in a soft.
plane_unbuckles.wav,a man is speaking as objects are moved around and someone sings in the background ,a man speaks while objects shift position and a singer is in the background ,people converse inside a moving train as a background singer performs ,against clattering background noise a man speaks and a woman sings softly ,people conversing in a train while one sings a song in the background,a man is speaking as objects are moving around and someone sings in the background,a man speaks while objects take position and a singer is in the background,people converse inside a moving vehicle as a background singer performs,against clattering background noise a man speaks and a woman laughs softly,people conversing in a room while one sings a song in the background
Middle waves at a small pier.wav,water is being moved and is splashing about,water sloshes and slurps around then plops softly throughout the pipe ,water sloshes slurps around and plops softly throughout ,water gushing down a stream or an open drainage ,water gushes down a stream or open drain ,water is not moved and is splashing about,water sloshes and slurps around and plops softly throughout the pipe,water sloshes all around and plops softly throughout,water gushing down the stream or an open drainage,water gushes down a drain or open drain
Dogs in Distance.wav,dogs are howling and barking and birds are chirping ,a number of dogs are barking at one another outside ,dogs are barking and birds are chirping outside ,multiple dogs are creating a cacophony together in the outdoors,outside dogs are barking and birds are chirping ,dogs are howling and dogs and birds are chirping,a number of dogs are barking to one another outside,dogs are running and birds are chirping outside,multiple dogs are creating a cacophony together with the outdoors,outside dogs are running and birds are chirping
walking in gravel 1.wav,walking on the ground then walking on the gravel with wind sounds at the beginning and end ,wind blows briefly footsteps crunch over gravel and the blowing wind resumes ,footsteps outside on the ground and a cracking of leaves and twigs ,a person steps on fallen leaves during a windstorm ,a person walking a distance on dry ground,walking on the ground then walking on the gravel with wind sounds at the beginning and.,"wind blows briefly, crunch over gravel and the blowing wind resumes",footsteps outside on wet ground and a cracking of leaves and twigs,a person steps on fallen leaves in a windstorm,a person walking some distance on dry ground
Bodyfall_wood surface.wav,a thud is followed by a few more thuds which then repeat in a pattern,a surface is knocked on before taking a silent pause and then several more knocks and pauses ,a series of objects are being heavily placed on a surface,a series of objects are being placed heavily on a surface ,a surface is knocked before a silent pause and then several more knocks followed by pauses ,a thud is followed by a few more thuds and then repeat in a pattern,a surface is knocked on before taking a silent pause and then several more turns and pauses,a series of objects are being heavily placed upon a surface,a series of objects are being placed heavily on the surface,a knock is knocked before a silent pause and then several more knocks followed by pauses
Ambience_hurricane tube.wav,a cacophony of metallic sounds ring out and echo with no particular pattern ,a metal object is bouncing around inside a machine ,a metal object bounces around inside a machine ,a metal wire makes a loud hitting noise ,a strong drawn out spring is repeatedly struck by an object ,a cacophony of metallic sounds break out and echo with no particular pattern,a metal object is moved around inside a machine,a small object bounces around inside a machine,a metal ball makes a loud hitting noise,a strong drawn water spring is repeatedly struck by an object
008 War 2.wav,loud deep tone cascading through a large room,a continuous droning synth sound echoes in a mysterious way that is eerie ,a synthesizer or keyboard emits an increasingly audible hum ,a loud deep tone cascading through a large room,a continuous droning synth sound echoes in a mysterious way and is eerie,loud deep voices cascading through a large room,a continuous droning synth sound echoes in a mysterious way that is.,a synthesizer or keyboard emits an almost audible hum,a loud deep tone cascading into a large room,a continuous droning synth sound echoes in a mysterious way and is.
hand_dryer.wav,industrial rotation vibration and exhaust sound loud and steady ,industrial rotation vibration and exhaust churns steady and loud,steam is gushing out of a vent while industrial machinery echoes throughout the proximity ,steam is gushing out of a vent while industrial machinery reverberates throughout the proximity ,in a vacuum a jet stream of air travels into a narrow tube ,industrial rotation vibration and exhaust is loud and steady,industrial rotations and exhaust churns steady and loud,steam is gushing out of a vent while the machinery echoes throughout the proximity,steam is gushing out of a vent while industrial machinery reverberates from the proximity,in a vacuum a jet stream of air travels into a narrow.
Taghazoute waves beach.wav,water splashes as cars drive through the puddles ,cars drive through large puddles of water on the road ,the waves are not steadily pounding but thunder when they do come to shore ,large waves are crashing in to the shoreline ,a loud boat is out in the ocean and is having some trouble ,water splashes as cars drive through the.,cars drive through large puddles of water on the.,the waves are not steadily pounding but thunder when we do come to shore,large waves are driven in to the shoreline,a loud boat is out in the ocean and is having serious trouble
footsteps-Montseny.wav,a person is walking on top of gravel ,snow is packing in a crunch as a person steps on it,a person crunches as he walks along a gravel covered pathway ,someone is walking along a wet gravelly path ,the person is walking along a wet gravelly path ,a person is walking on top of.,"snow, packing in a crunch as a person steps on it",a person crunches as he walks across a gravel covered pathway,someone is walking along the wet gravelly path,the person is carried along a wet gravelly path
Wind moaning through gap in door2.wav,nearby the wind blows and swirls in rhythmic patterns ,the wind is blowing louder then softer then louder again ,the wind is blowing and swirling around near by ,continuous heavy rain pouring and loud wind blowing ,the wind intermittently roars and whispers before roaring again ,nearby the bird blows and swirls in rhythmic patterns,the wind is blowing louder then softer and louder again,the wind is blowing and blowing around near by,continuous heavy rain pouring and loud winds blowing,the wind intermittently roars and whispers before roaring.
reading_braille.wav,someone dragging sandpaper back and forth slowly across an object ,someone slowly drags sandpaper back and forth over an object ,windshield wipers try to clear the snow off of a car ,person is shoveling snow on the sidewalk in winter ,a person is shoveling a sidewalk to clear the snow from the first storm of winter ,someone dragging sandpaper back & forth slowly across an object,someone else drags sandpaper back and forth over an object,windshield wipers try to clear the snow off of a.,person is shoveling dirt on the sidewalk in winter,a person is shoveling the sidewalk to clear the snow from the first storm of winter
Spray paint.wav,the hiss of spray paint cans is interrupted by shaking as the ball inside dings on the can,a spray can is sprayed then shaken and sprayed again repeatedly ,spraying on a surface then shaking the can and spraying again before another final shake and spray,spraying on a surface and then shaking the can and spraying again before another final shake and spray ,multiple spray paint cans hiss and the ball inside rattles as the can is shaken ,the hiss of spray paint cans is interrupted by shaking as the ball inside dings on the.,a spray can is sprayed then shaken or sprayed again repeatedly,spraying on a surface then shaking the can and spraying it before another final shake and spray,spraying on a surface and then shaking the can and spraying it before another final shake and spray,multiple spray paint cans hiss and the ball inside rattles as each can is shaken
Pig7 - Nothing Out There.wav,someone is speaking over an intercom while music plays in the background ,a recorded voice of a woman speaking over music ,a recorded voice of a woman speaks over a musical track ,background music plays while a person speaks over an intercom ,music is playing and a woman is speaking from a distance ,someone is speaking over an intercom while music plays in a background,a recorded voice of a person speaking over music,a recorded voice of a woman speaks over a musical.,background music plays while a person speaks over the intercom,music is playing and a woman is speaking from a.
Remix of Benboncan__Radio_Garble_(more_garbled-#2).wav,distorted voices of people talking over static with beeping tones and a male voice speaking ,a radio transmission of a man speaking is interrupted with various breaks in the transmission ,a man is speaking in a repetitive manner as distorted voices of people are talking over static with beeping tones ,some people are speaking over a radio with a lot of interference ,a radio transmission of a man speaking is distorted with occasional breaks in the transmission ,distorted voices of people carried over static with beeping tones and a male voice speaking,a radio transmission of a man speaking is shown with various breaks in the transmission,a man is speaking in a repetitive manner and distorted voices of people are talking over static with beeping tones,some people are speaking over a radio with a lot more interference,a radio transmission of a man speaking is distorted with occasional breaks in the.
STE-038 vatican walkway.wav,a large group of people having a conversation as they walk down the street ,as they walk down the street a large group of people converses ,many people are laughing and talking as they walk on the city sidewalk ,people are talking and laughing as their footsteps are getting closer ,many people walk on the city sidewalk as they laugh and talk ,a large group of people having a conversation while they walk down the street,as they walk down the street a large group of people.,many people are laughing and joking as they walk on the city sidewalk,people are talking and laughing as their footsteps are getting.,"many people walk on the city sidewalk, they laugh and talk"
